Nama Koperasi,Kecamatan,Desa,lat,lon,Progres Pembangunan (%),Kategori Pembangunan,jarak_faskes_m,jarak_pendidikan_m,jarak_jalan_m,jarak_pemukiman_m,faskes_500m,faskes_1km,pendidikan_500m,pendidikan_1km,skor_rentan,kategori_rentan
KOPERASI DESA MERAH PUTIH TAMANSARI KECAMATAN KARANGLEWAS KABUPATEN BANYUMAS,Karanglewas,Tamansari,-7.438811,109.189509,100.0,100%,4433.649157971636,2880.9501676512355,1729.7848143777917,15.742378807052667,0,0,0,0,0.0013999367756208463,Rendah
KOPERASI DESA MERAH PUTIH PANDANSARI KECAMATAN AJIBARANG KABUPATEN BANYUMAS,Ajibarang,Pandansari,-7.397196,108.051142,100.0,100%,113505.8201741785,103149.4965306404,125188.22566494039,93118.46566582142,0,0,0,0,0.06640336439583183,Rendah
KOPERASI DESA MERAH PUTIH KALIORI KECAMATAN KALIBAGOR KABUPATEN BANYUMAS,Kalibagor,Kaliori,-7.502011,109.291565,100.0,100%,2918.646682621387,1517.4392802395691,2907.387563840945,3.757313405855204,0,0,0,0,0.0010953322845680825,Rendah
KOPERASI DESA MERAH PUTIH KARANGKEMIRI KECAMATAN KARANGLEWAS KABUPATEN BANYUMAS,Karanglewas,Karangkemiri,-7.421225,109.182055,100.0,100%,4660.93940161716,2210.2498250258236,2029.0596339908666,3.570240417746903,0,0,0,0,0.0013835023960340088,Rendah
KOPERASI DESA MERAH PUTIH BANTERAN KECAMATAN SUMBANG KABUPATEN BANYUMAS,Sumbang,Banteran,-7.362684,109.260358,100.0,100%,4256.397583120337,93.99074525129355,28.736597651215483,16.91366789977414,0,0,2,4,0.0006881676278728013,Rendah
KOPERASI DESA MERAH PUTIH KARANGTENGAH KECAMATAN CILONGOK KABUPATEN BANYUMAS,Cilongok,Karangtengah,-7.350954,109.124461,100.0,100%,8520.78034856009,4873.482883069616,6716.3831837545895,84.18329868879664,0,0,0,0,0.0032075246883411335,Rendah
KOPERASI DESA MERAH PUTIH GRUJUGAN KECAMATAN KEMRANJEN KABUPATEN BANYUMAS,Kemranjen,Grujugan,-7.612184583,109.2680809,100.0,100%,9478.35864246,9625.524251736464,12314.927037955536,9.6860659819445,0,0,0,0,0.004940093596368897,Rendah
KOPERASI DESA MERAH PUTIH REMPOAH KECAMATAN BATURRADEN KABUPATEN BANYUMAS,Baturraden,Rempoah,-7.364450951,109.2372565,100.0,100%,3434.0595151031316,288.2049153544702,251.01945204210818,110.71432011479469,0,0,12,12,0.000613338891341381,Rendah
KOPERASI DESA MERAH PUTIH KEDUNGPRING KECAMATAN KEMRANJEN KABUPATEN BANYUMAS,Kemranjen,Kedungpring,-7.6021738,109.331884,100.0,100%,8800.792355133908,9120.735155695196,13401.601173796593,393.86598564666525,0,0,0,0,0.004951936176424435,Rendah
KOPERASI DESA MERAH PUTIH LUMBIR KECAMATAN LUMBIR KABUPATEN BANYUMAS,Lumbir,Lumbir,-7.4444872,108.9496451,100.0,100%,14665.54923953435,8999.282511767275,27391.919302606195,4.2306654260631085,0,0,0,0,0.008070540775032827,Rendah
KOPERASI DESA MERAH PUTIH BANTERAN KECAMATAN WANGON KABUPATEN BANYUMAS,Wangon,Banteran,-7.50399134,109.068191,100.0,100%,10136.021992944728,6285.222078698939,16699.407077076088,11.935321191870095,0,0,0,0,0.005218193828734725,Rendah
KOPERASI DESA MERAH PUTIH KALICUPAK KIDUL KECAMATAN KALIBAGOR KABUPATEN BANYUMAS,Kalibagor,Kalicupak Kidul,-7.459519582,109.3272828,100.0,100%,1828.145855070977,1218.5774253186348,1936.1440362565934,58.60586246037567,0,0,0,0,0.0007115999854289754,Rendah
KOPERASI DESA MERAH PUTIH PEKAJA KECAMATAN KALIBAGOR KABUPATEN BANYUMAS,Kalibagor,Pekaja,-7.478885119,109.2765208,100.0,100%,2243.826575898584,2371.3060182911972,1228.2006277820626,125.93004995060566,0,0,0,0,0.0008625596894994662,Rendah
KOPERASI DESA MERAH PUTIH PLIKEN KECAMATAN KEMBARAN KABUPATEN BANYUMAS,Kembaran,Pliken,-7.432034265,109.2899708,100.0,100%,2229.956333181685,1710.6089317783903,461.0356655146569,13.154266510046336,0,0,0,0,0.0006300673719244535,Rendah
KOPERASI DESA MERAH PUTIH KEMUTUG LOR KECAMATAN BATURRADEN KABUPATEN BANYUMAS,Baturraden,Kemutug Lor,-7.293027865,109.2265056,100.0,100%,4575.887584767283,2687.563199679126,2512.6658504196716,1040.4568541982069,0,0,0,0,0.0016395888643942987,Rendah
KOPERASI DESA MERAH PUTIH KALIBAGOR KECAMATAN KALIBAGOR KABUPATEN BANYUMAS,Kalibagor,Kalibagor,-7.480045646,109.2995621,100.0,100%,2566.134820500706,1889.3777972620428,1215.0086585761437,7.705287449133892,0,0,0,0,0.0008317396439651919,Rendah
KOPERASI DESA MERAH PUTIH KETANDA KECAMATAN SUMPIUH KABUPATEN BANYUMAS,Sumpiuh,Ketanda,-7.585644,109.348187,100.0,100%,8205.800597215328,8678.983950409074,13102.836857038206,31.960421538429298,0,0,0,0,0.004687776130796782,Rendah
KOPERASI DESA MERAH PUTIH BANJARSARI KECAMATAN AJIBARANG KABUPATEN BANYUMAS,Ajibarang,Banjarsari,-7.414182,109.112624,100.0,100%,3752.713562131773,2005.1893852198702,9685.342647861979,58.28977525807848,0,0,0,0,0.0023540940775646324,Rendah
KOPERASI DESA MERAH PUTIH CIBANGKONG KECAMATAN PEKUNCEN KABUPATEN BANYUMAS,Pekuncen,Cibangkong,-7.392502,109.046187,100.0,100%,4239.217086853126,3555.991688552078,15557.783973581458,8.631137631283488,0,0,0,0,0.0035608841049790427,Rendah
KOPERASI DESA MERAH PUTIH SUDAGARAN KECAMATAN BANYUMAS KABUPATEN BANYUMAS,Banyumas,Sudagaran,-7.518636,109.293576,100.0,100%,1098.8839317704767,15.408278313320434,3692.5410163249703,1.6276124335342732,0,0,4,4,0.0006561598517930186,Rendah
KOPERASI DESA MERAH PUTIH CIHONJE KECAMATAN GUMELAR KABUPATEN BANYUMAS,Gumelar,Cihonje,-7.396113,108.993284,100.0,100%,9609.007208906283,2941.593580397154,21370.988766838283,124.17292399864446,0,0,0,0,0.005337549263096655,Rendah
KOPERASI DESA MERAH PUTIH GUNUNGLURAH KECAMATAN CILONGOK KABUPATEN BANYUMAS,Cilongok,Gununglurah,-7.377036852,109.1535303,100.0,100%,9055.18611688979,4250.373053220267,3693.0042624152793,12.203397718742131,0,0,0,0,0.002743422032363285,Rendah
KOPERASI DESA MERAH PUTIH KALICUPAK LOR KECAMATAN KALIBAGOR KABUPATEN BANYUMAS,Kalibagor,Kalicupak Lor,-7.455923566,109.3271999,100.0,100%,1449.3436223143788,1145.1283274694597,1647.799847478902,106.75572334427757,0,0,0,0,0.0005938664696220996,Rendah
KOPERASI DESA MERAH PUTIH SURO KECAMATAN KALIBAGOR KABUPATEN BANYUMAS,Kalibagor,Suro,-7.492747,109.3071467,100.0,100%,4045.9128528129,2895.125393133608,2762.8983329632424,191.72886140164024,0,0,0,0,0.0015095787943425467,Rendah
KOPERASI DESA MERAH PUTIH MARGASANA KECAMATAN JATILAWANG KABUPATEN BANYUMAS,Jatilawang,Margasana,-7.53224908,109.1387989,100.0,100%,6583.794462011543,1958.377392857712,10968.47954225772,301.7313421546437,0,0,0,0,0.0030850097624777607,Rendah
KOPERASI DESA MERAH PUTIH CILONGOK KECAMATAN CILONGOK KABUPATEN BANYUMAS,Cilongok,Cilongok,-7.409165091,109.1440405,100.0,100%,7231.098995298241,3070.5832410276744,6283.93564108655,234.67255465482427,0,0,0,0,0.002653119607340519,Rendah
KOPERASI DESA MERAH PUTIH RAWALO KECAMATAN RAWALO KABUPATEN BANYUMAS,Rawalo,Rawalo,-7.535189,109.178191,100.0,100%,2236.8427597564946,283.89943120289195,7495.043749500659,7.684224323100815,0,0,4,7,0.0014802360959060897,Rendah
